name,url,auther,publisher,date,price,rate,rates_num,comments
阿狸·梦之城堡,https://book.douban.com/subject/3554154/,hans,上海锦绣文章出版社,2009-1,36.80元,['9.0'],31853,阿婆代表作之一
看不见的城市,https://book.douban.com/subject/1863930/,[意大利]伊塔洛·卡尔维诺,译林出版社,2006-8,16.00元,['8.8'],31963,噩梦中的一丝温度
把时间当作朋友,https://book.douban.com/subject/3609132/,李笑来,电子工业出版社,2009-6,32.00元,['8.4'],33571,灾星下出生的恋人们
一句顶一万句,https://book.douban.com/subject/3633461/,刘震云,长江文艺出版社,2009-3,29.80,['8.7'],32152,木心留给世界的礼物
天使与魔鬼,https://book.douban.com/subject/1228110/,[美] 丹.布朗,人民文学出版社,2005-2,29.80元,['8.2'],33968,抵不过时间
第一炉香,https://book.douban.com/subject/1082162/,张爱玲,花城出版社,1997-3,11.5,['8.4'],32581,并不是一切都消失在了时间的长河里
尼罗河上的惨案,https://book.douban.com/subject/1818347/,[英] 阿加莎·克里斯蒂,人民文学出版社,2006-5,22.00元,['8.7'],31469,林语堂的《红楼梦》
哈姆莱特,https://book.douban.com/subject/1006197/,[英] 莎士比亚,人民文学出版社,2001-1,7.00元,['8.5'],30398,知识分子的命运浮沉
万水千山走遍,https://book.douban.com/subject/1036490/,三毛,哈尔滨出版社,2003-08,13.80,['8.8'],28988,你们不会彼此遗忘。只会彼此消失
海子的诗,https://book.douban.com/subject/1011754/,海子,人民文学出版社,1999-04,15.40,['8.9'],28629,活过，爱过，写过
芳华,https://book.douban.com/subject/27010212/,严歌苓,人民文学出版社,2017-4-1,39.00元,['8.1'],31369,这是一个最好的时代，也是一个最坏的时代
往事并不如烟,https://book.douban.com/subject/1059336/,章诒和,人民文学出版社,2004-1,35.00元,['8.6'],29083,别被封面骗了
教父,https://book.douban.com/subject/1092335/,[美]马里奥·普佐,译林出版社,1997-8,23.30元,['9.0'],27436,中国人你为什么不生气？
雾都孤儿,https://book.douban.com/subject/1203251/,[英]狄更斯,上海译文出版社,1991-7,10.10元,['8.1'],30624,乱世的英雄史诗
蔷薇岛屿,https://book.douban.com/subject/1063190/,安妮宝贝,作家出版社,2002-8,18.00元,['8.0'],31536,此处的生活唯有残酷
娱乐至死,https://book.douban.com/subject/1062193/,[美] 尼尔·波兹曼,广西师范大学出版社,2011-6,29.80元,['8.5'],29195,日常生活的无限可能性
新参者,https://book.douban.com/subject/6746289/,[日] 东野圭吾,南海出版公司,2011-9,28.00元,['8.4'],29704,镇上有两个哑巴，他们总是在一起。
我的精神家园,https://book.douban.com/subject/1014578/,王小波,文化艺术出版社,1997,18.80元,['9.1'],26800,一桩占星术连续杀人案件
我执,https://book.douban.com/subject/3642673/,梁文道,广西师范大学出版社,2010-10,35.00元,['8.0'],28757,梁文道的私密日记
子不语1,https://book.douban.com/subject/4188697/,夏达,新世纪出版社,2009-12,RMB36.00,['9.0'],24422,不能说偷，是窃，窃你懂吗
枪炮、病菌与钢铁,https://book.douban.com/subject/1813841/,[美] 贾雷德·戴蒙德,上海世纪出版集团,2006-4-1,45.00元,['8.8'],25230,深入村上春树的心灵腹地
白银时代,https://book.douban.com/subject/1082150/,王小波,花城出版社,1997-5,10.00元,['8.4'],26257,嬉笑怒骂的常识分子
红拂夜奔,https://book.douban.com/subject/1418686/,王小波,江苏文艺出版社,2005-1,28.00元,['8.7'],25367,了解IT领域的入门读物
